property_address,sale_price,sale_date,city,state,latitude,longitude,zip_code
"515  S 13TH ST, Nashville, TN",485000,2015-08-06,NASHVILLE,TN,36.1700902,-86.7481024,37206.0
"710  S 14TH ST, Nashville, TN",164500,2015-08-06,NASHVILLE,TN,36.1672792,-86.7474039,37206.0
"1424  FULTON ST, Nashville, TN",100000,2015-08-07,NASHVILLE,TN,36.1669226,-86.7456527,37206.0
"1430  FULTON ST, Nashville, TN",154300,2015-08-25,NASHVILLE,TN,36.1669204,-86.7455445,37206.0
"1601  EASTSIDE AVE, Nashville, TN",300000,2015-08-26,NASHVILLE,TN,36.168548,-86.742923,37206.0
"2003  EASTSIDE AVE, Nashville, TN",210000,2015-08-25,NASHVILLE,TN,36.1679152,-86.7360682,37206.0
"910  S 13TH ST, Nashville, TN",137000,2015-08-07,NASHVILLE,TN,36.1648879,-86.7489044,37206.0
"1307  DAVIDSON ST, Nashville, TN",329000,2015-08-14,NASHVILLE,TN,36.1627237,-86.7485752,37206.0
"923  S 14TH ST, Nashville, TN",155000,2015-08-27,NASHVILLE,TN,36.164143,-86.7466691,37206.0
"25  JONES CIR, Nashville, TN",319000,2015-08-28,OLD HICKORY,TN,36.2690849,-86.6446497,37138.0
"505  LAWRENCE ST, Nashville, TN",81480,2015-08-28,OLD HICKORY,TN,36.2660132,-86.6468354,37138.0
"409  JONES ST, Nashville, TN",439900,2015-08-10,OLD HICKORY,TN,36.26697,-86.645353,37138.0
"913  DEBOW ST, Nashville, TN",129000,2015-08-27,OLD HICKORY,TN,36.2616785,-86.648982,37138.0
"111  NEWPORT DR, Nashville, TN",141000,2015-08-04,OLD HICKORY,TN,36.2542857,-86.6518876,37138.0
"1212  BERRY ST, Nashville, TN",125000,2015-08-13,OLD HICKORY,TN,36.2588498,-86.6503837,37138.0
"1205  CLARKE ST, Nashville, TN",179000,2015-08-31,OLD HICKORY,TN,36.258563,-86.6451421,37138.0
"1407  TURNER ST, Nashville, TN",205000,2015-08-10,OLD HICKORY,TN,36.2562339,-86.642923,37138.0
"0  DABBS AVE, Nashville, TN",65000,2015-08-25,OLD HICKORY,TN,36.1412369,-86.7012926,37217.0
"2806  ELLIOTT DR, Nashville, TN",126900,2015-08-14,OLD HICKORY,TN,36.2468621,-86.6385056,37138.0
"745  STONE HEDGE DR, Nashville, TN",145000,2015-08-14,OLD HICKORY,TN,36.2406685,-86.6356559,37138.0
"2729  PENNINGTON BEND RD, Nashville, TN",168000,2015-08-21,NASHVILLE,TN,36.2217503,-86.6888674,37214.0
"2725  PENNINGTON BEND RD, Nashville, TN",168000,2015-08-21,NASHVILLE,TN,36.2220967,-86.68882,37214.0
"2929  WESTERN HILLS DR, Nashville, TN",261926,2015-08-21,NASHVILLE,TN,36.2246363,-86.6856,37214.0
"2905  WESTERN HILLS DR, Nashville, TN",215750,2015-08-11,NASHVILLE,TN,36.2225461,-86.6854015,37214.0
"114  LEGION DR, Nashville, TN",110000,2015-08-31,OLD HICKORY,TN,36.2370691,-86.6314279,37138.0
"218  BARLEY MILL RD, Nashville, TN",362000,2015-08-21,OLD HICKORY,TN,36.2357691,-86.6208212,37138.0
"405  ROLLING MILL RD, Nashville, TN",409900,2015-08-06,OLD HICKORY,TN,36.235124,-86.616847,37138.0
"4649  WOODSIDE DR, Nashville, TN",175000,2015-08-26,OLD HICKORY,TN,36.235279,-86.590616,37138.0
"1400  STATION FOUR LN, Nashville, TN",475000,2015-08-28,OLD HICKORY,TN,36.229073,-86.628509,37138.0
"4825  CASCADE DR, Nashville, TN",210000,2015-08-28,OLD HICKORY,TN,36.2263905,-86.5916503,37138.0
"4324  SAUNDERSVILLE RD, Nashville, TN",107000,2015-08-07,OLD HICKORY,TN,36.2290995,-86.5893883,37138.0
"121  BIG HORN CT, Nashville, TN",131000,2015-08-05,OLD HICKORY,TN,36.2216419,-86.5857619,37138.0
"2326  CABIN HILL RD, Nashville, TN",160000,2015-08-28,NASHVILLE,TN,36.1996627,-86.6836867,37214.0
"2320  TALLY GREEN CT, Nashville, TN",140000,2015-08-10,NASHVILLE,TN,36.1979968,-86.6860469,37214.0
"324  BONNAHURST DR, Nashville, TN",154900,2015-08-25,HERMITAGE,TN,36.2042477,-86.6310833,37076.0
"175  JACKSONIAN DR, Nashville, TN",155000,2015-08-12,HERMITAGE,TN,36.203324,-86.635285,37076.0
"216  JACKSONIAN DR, Nashville, TN",106300,2015-08-27,HERMITAGE,TN,36.1986285,-86.6306713,37076.0
"5003  BONNAMEADE DR, Nashville, TN",149000,2015-08-28,HERMITAGE,TN,36.1981336,-86.6345224,37076.0
"4262  SWEDEN DR, Nashville, TN",162000,2015-08-19,HERMITAGE,TN,36.2059366,-86.6178704,37076.0
"4359  BATON ROUGE DR, Nashville, TN",179700,2015-08-26,HERMITAGE,TN,36.2038301,-86.6038052,37076.0
"101  RACHELS TRAIL CT, Nashville, TN",136000,2015-08-28,HERMITAGE,TN,36.205091,-86.604891,37076.0
"617  TOPEKA DR, Nashville, TN",150000,2015-08-07,HERMITAGE,TN,36.2067179,-86.5998845,37076.0
"213  BONNAVUE DR, Nashville, TN",141000,2015-08-21,HERMITAGE,TN,36.2018928,-86.6270287,37076.0
"8311  GORDON LN, Nashville, TN",130000,2015-08-28,HERMITAGE,TN,36.2004538,-86.6153557,37076.0
"8313  TERRY LN, Nashville, TN",166000,2015-08-14,HERMITAGE,TN,36.2000993,-86.6141464,37076.0
"121  BELGIUM CT, Nashville, TN",136000,2015-08-07,HERMITAGE,TN,36.2021831,-86.5995858,37076.0
"1027  RACHELS SQUARE DR, Nashville, TN",104900,2015-08-19,HERMITAGE,TN,36.2010471,-86.6062281,37076.0
"8205  LUREE LN, Nashville, TN",149500,2015-08-26,HERMITAGE,TN,36.1965025,-86.6163734,37076.0
"810  NETHERLANDS DR, Nashville, TN",74000,2015-08-21,HERMITAGE,TN,36.1989073,-86.5997071,37076.0
"837  NETHERLANDS DR, Nashville, TN",78500,2015-08-07,HERMITAGE,TN,36.198753,-86.5995467,37076.0
"831  NETHERLANDS DR, Nashville, TN",204000,2015-08-07,HERMITAGE,TN,36.1987869,-86.5995342,37076.0
"823  NETHERLANDS DR, Nashville, TN",204000,2015-08-07,HERMITAGE,TN,36.1988322,-86.5995174,37076.0
"820  NETHERLANDS DR, Nashville, TN",204000,2015-08-07,HERMITAGE,TN,36.1988566,-86.5997251,37076.0
"2947  WINDEMERE CIR, Nashville, TN",281000,2015-08-25,NASHVILLE,TN,36.1856223,-86.671511,37214.0
"2234  MODENA CT, Nashville, TN",157000,2015-08-26,NASHVILLE,TN,36.1794515,-86.6885044,37214.0
"2202  DEARBORN DR, Nashville, TN",260000,2015-08-27,NASHVILLE,TN,36.1739876,-86.6988633,37214.0
"3136  STAFFORD DR, Nashville, TN",219900,2015-08-04,NASHVILLE,TN,36.1842513,-86.6466026,37214.0
"523  OLD LEBANON DIRT RD, Nashville, TN",138400,2015-08-14,HERMITAGE,TN,36.1877496,-86.6050275,37076.0
"4200  SADDLEBROOKE PL, Nashville, TN",221000,2015-08-28,HERMITAGE,TN,36.192611,-86.602227,37076.0
"1813  BARNWELL CT, Nashville, TN",164000,2015-08-19,HERMITAGE,TN,36.1829427,-86.6029102,37076.0
"4225  CENTRAL PIKE, Nashville, TN",306000,2015-08-31,HERMITAGE,TN,36.1736162,-86.5827808,37076.0
"4645  FOREST RIDGE DR, Nashville, TN",128000,2015-08-24,HERMITAGE,TN,36.1768699,-86.5860537,37076.0
"4440  GINA BROOKE DR, Nashville, TN",109000,2015-08-31,HERMITAGE,TN,36.1753543,-86.5890503,37076.0
"1916  DAHLIA DR, Nashville, TN",101531,2015-08-19,NASHVILLE,TN,36.161613,-86.712419,37210.0
"2130 A  GUARANTY DR, Nashville, TN",178000,2015-08-14,NASHVILLE,TN,36.1686145,-86.7029231,37214.0
"2132  GUARANTY DR, Nashville, TN",178000,2015-08-14,NASHVILLE,TN,36.168572,-86.702038,37214.0
"2109  SNOOK DR, Nashville, TN",179900,2015-08-19,NASHVILLE,TN,36.1544358,-86.6988382,37210.0
"330  BLUE HILLS DR, Nashville, TN",196000,2015-08-19,NASHVILLE,TN,36.1588424,-86.6846608,37214.0
"2204  PITTSWOOD DR, Nashville, TN",178000,2015-08-19,NASHVILLE,TN,36.1577116,-86.6897121,37214.0
"308  LORNA DR, Nashville, TN",200000,2015-08-07,NASHVILLE,TN,36.1594201,-86.6705624,37214.0
"401  LORNA DR, Nashville, TN",192000,2015-08-18,NASHVILLE,TN,36.158427,-86.66807,37214.0
"2932  LEATHERWOOD DR, Nashville, TN",145000,2015-08-07,NASHVILLE,TN,36.156823,-86.6550591,37214.0
"617  TEMPLEWOOD CT, Nashville, TN",129900,2015-08-14,NASHVILLE,TN,36.1559228,-86.6498625,37214.0
"616  LARCHWOOD DR, Nashville, TN",159900,2015-08-03,NASHVILLE,TN,36.1609259,-86.6283755,37214.0
"4050  LAKE PKWY, Nashville, TN",192000,2015-08-25,HERMITAGE,TN,36.165754,-86.590421,37076.0
"5572  S NEW HOPE RD, Nashville, TN",110000,2015-08-13,HERMITAGE,TN,36.1471878,-86.58475,37076.0
"5124  ROXBOROUGH DR, Nashville, TN",150000,2015-08-21,HERMITAGE,TN,36.166304,-86.5829272,37076.0
"5917  S NEW HOPE RD, Nashville, TN",170000,2015-08-14,HERMITAGE,TN,36.165919,-86.58447,37076.0
"5141  LANA RENEE CT, Nashville, TN",160000,2015-08-14,HERMITAGE,TN,36.1661806,-86.5787337,37076.0
"724  ELISSA DR, Nashville, TN",95500,2015-08-28,NASHVILLE,TN,36.1401233,-86.7053716,37217.0
"1114  WAGGONER CT W, Nashville, TN",115000,2015-08-06,NASHVILLE,TN,36.1465448,-86.6408403,37214.0
"3308  E LAKE DR, Nashville, TN",205000,2015-08-19,NASHVILLE,TN,36.1348593,-86.6348118,37214.0
"3248  PRIEST WOODS DR, Nashville, TN",105000,2015-08-27,NASHVILLE,TN,36.12788,-86.6341947,37214.0
"3259  PRIEST WOODS DR, Nashville, TN",110900,2015-08-04,NASHVILLE,TN,36.1277105,-86.6345565,37214.0
"308  WOODLARK CT, Nashville, TN",102000,2015-08-31,NASHVILLE,TN,36.1294702,-86.6377955,37214.0
"334  WIMPOLE DR, Nashville, TN",119000,2015-08-28,NASHVILLE,TN,36.123679,-86.720539,37211.0
"813  CARLYLE PL, Nashville, TN",125000,2015-08-25,NASHVILLE,TN,36.1125283,-86.7136762,37211.0
"904  DRUMMOND DR, Nashville, TN",135000,2015-08-28,NASHVILLE,TN,36.1101727,-86.7120692,37211.0
"803  WINTHORNE CT, Nashville, TN",157000,2015-08-31,NASHVILLE,TN,36.1212622,-86.7090181,37217.0
"1228  KERMIT DR, Nashville, TN",160000,2015-08-31,NASHVILLE,TN,36.1248363,-86.7033615,37217.0
"1211  SATURN DR, Nashville, TN",116500,2015-08-20,NASHVILLE,TN,36.1232626,-86.7004064,37211.0
"728  ROBERT BURNS DR, Nashville, TN",175000,2015-08-14,NASHVILLE,TN,36.1201318,-86.7091465,37217.0
"802  CURREY RD, Nashville, TN",120000,2015-08-21,NASHVILLE,TN,36.1139488,-86.7104633,37217.0
"1310  WINTHORNE DR, Nashville, TN",194500,2015-08-31,NASHVILLE,TN,36.115094,-86.701264,37217.0
"1516  PLEASANT HILL RD, Nashville, TN",85000,2015-08-27,NASHVILLE,TN,36.1157976,-86.6356491,37214.0
"3235  PUGH RD, Nashville, TN",525000,2015-08-31,HERMITAGE,TN,36.1153731,-86.5458094,37076.0
"3620  WOOD BRIDGE DR, Nashville, TN",170000,2015-08-11,NASHVILLE,TN,36.0934137,-86.6078472,37217.0
"556  RURAL HILL RD, Nashville, TN",177000,2015-08-14,NASHVILLE,TN,36.0864681,-86.6228051,37217.0
"604  LAKE TERRACE DR, Nashville, TN",169500,2015-08-07,NASHVILLE,TN,36.0876194,-86.6149827,37217.0
"616  LAKE TERRACE DR, Nashville, TN",120000,2015-08-27,NASHVILLE,TN,36.0868501,-86.6152576,37217.0
"710  HOLDER DR, Nashville, TN",96000,2015-08-28,NASHVILLE,TN,36.0842745,-86.6130497,37217.0
"596  CASTLEGATE DR, Nashville, TN",114900,2015-08-28,NASHVILLE,TN,36.083017,-86.612333,37217.0
"3704  WHARTON DR, Nashville, TN",95000,2015-08-06,NASHVILLE,TN,36.0774585,-86.6912882,37211.0
"3703  EZELL RD, Nashville, TN",27500,2015-08-07,NASHVILLE,TN,36.0767896,-86.6929296,37211.0
"3362  EZELL RD, Nashville, TN",71500,2015-08-21,NASHVILLE,TN,36.0775065,-86.6901513,37211.0
"1539  ANTIOCH PIKE, Nashville, TN",123000,2015-08-04,ANTIOCH,TN,36.076855,-86.682073,37211.0
"4587  ARTELIA DR, Nashville, TN",130000,2015-08-11,ANTIOCH,TN,36.072784,-86.675358,37013.0
"807  AEOLIA DR, Nashville, TN",139900,2015-08-27,ANTIOCH,TN,36.0693422,-86.6721535,37013.0
"5012  COUNTRYSIDE DR, Nashville, TN",165000,2015-08-17,ANTIOCH,TN,36.0725182,-86.6617883,37013.0
"2532  TREETOP DR, Nashville, TN",181500,2015-08-03,ANTIOCH,TN,36.0742273,-86.6571571,37013.0
"4704  BOWFIELD DR, Nashville, TN",159500,2015-08-07,ANTIOCH,TN,36.0635441,-86.6667739,37013.0
"6033  MT VIEW RD, Nashville, TN",1600000,2015-08-24,ANTIOCH,TN,36.0593448,-86.6151939,37013.0
"0  MT VIEW RD, Nashville, TN",1600000,2015-08-24,ANTIOCH,TN,36.0604277,-86.6131381,37013.0
"2720  PRIEST LAKE DR, Nashville, TN",167000,2015-08-28,NASHVILLE,TN,36.080118,-86.6290485,37217.0
"461  CLEARWATER DR, Nashville, TN",129900,2015-08-26,NASHVILLE,TN,36.079087,-86.6260507,37217.0
"0  MOSS LANDING DR, Nashville, TN",7000,2015-08-19,ANTIOCH,TN,36.0788071,-86.6179099,37013.0
"3317  COUNTRY WAY RD, Nashville, TN",141500,2015-08-03,ANTIOCH,TN,36.0776768,-86.6058171,37013.0
"3537  SHAKERTOWN RD, Nashville, TN",176900,2015-08-05,ANTIOCH,TN,36.0794376,-86.5999499,37013.0
"3228  NEW TOWNE RD, Nashville, TN",144000,2015-08-27,ANTIOCH,TN,36.0739546,-86.6072922,37013.0
"3343  OAK TREES CT, Nashville, TN",69500,2015-08-28,ANTIOCH,TN,36.0748455,-86.6070496,37013.0
"1205  PLACID CT, Nashville, TN",122500,2015-08-19,ANTIOCH,TN,36.0740854,-86.5960381,37013.0
"1212  PLACID CT, Nashville, TN",112000,2015-08-06,ANTIOCH,TN,36.0741531,-86.5958502,37013.0
"2821  BARKSDALE LN, Nashville, TN",132500,2015-08-24,ANTIOCH,TN,36.0700219,-86.6280911,37013.0
"3005  KINWOOD DR, Nashville, TN",140000,2015-08-28,ANTIOCH,TN,36.0693966,-86.6258292,37013.0
"3413  TOWNESHIP RD, Nashville, TN",135000,2015-08-12,ANTIOCH,TN,36.0696467,-86.6113922,37013.0
"3524  ROUNDWOOD FOREST DR, Nashville, TN",130000,2015-08-31,ANTIOCH,TN,36.066673,-86.6180217,37013.0
"4001  TEA GARDEN WAY, Nashville, TN",139000,2015-08-05,ANTIOCH,TN,36.066674,-86.611804,37013.0
"3220  FOREST BREEZE DR, Nashville, TN",138900,2015-08-07,ANTIOCH,TN,36.0677002,-86.6100811,37013.0
"3469  HAMILTON CHURCH RD, Nashville, TN",143500,2015-08-28,ANTIOCH,TN,36.0604975,-86.6028044,37013.0
"3521  LONGHAVEN XING, Nashville, TN",170000,2015-08-28,ANTIOCH,TN,36.0442416,-86.6284291,37013.0
"3629  LONGHAVEN XING, Nashville, TN",175900,2015-08-31,ANTIOCH,TN,36.0428564,-86.6268416,37013.0
"5536  MURPHYWOOD XING, Nashville, TN",177000,2015-08-05,ANTIOCH,TN,36.0375524,-86.6242706,37013.0
"3917  ROCK CREEK DR, Nashville, TN",190500,2015-08-28,ANTIOCH,TN,36.0331426,-86.5885886,37013.0
"1916  TREEVIEW DR, Nashville, TN",144900,2015-08-27,ANTIOCH,TN,36.0371658,-86.5763418,37013.0
"5157  HICKORY GROVE DR, Nashville, TN",160000,2015-08-10,ANTIOCH,TN,36.0300608,-86.585447,37013.0
"1720  DELTA AVE, Nashville, TN",150000,2015-08-11,NASHVILLE,TN,36.1800953,-86.7986545,37208.0
"1718 B  DELTA AVE, Nashville, TN",150000,2015-08-11,NASHVILLE,TN,36.1782223,-86.7963571,37208.0
"517  BUCHANAN ST, Nashville, TN",230000,2015-08-05,NASHVILLE,TN,36.1836372,-86.7944908,37208.0
"1040  SCOVEL ST, Nashville, TN",275000,2015-08-20,NASHVILLE,TN,36.1731744,-86.7966874,37208.0
"1047  SCOVEL ST, Nashville, TN",208000,2015-08-03,NASHVILLE,TN,36.1729737,-86.7968002,37208.0
"411  MALLORY ST, Nashville, TN",155000,2015-09-16,NASHVILLE,TN,36.1373227,-86.7624125,37203.0
"512  SOUTHGATE AVE, Nashville, TN",2040850,2015-09-14,NASHVILLE,TN,36.136015,-86.766927,37203.0
"512  SOUTHGATE AVE, Nashville, TN",220000,2015-09-04,NASHVILLE,TN,36.136015,-86.766927,37203.0
"2139  BYRUM AVE, Nashville, TN",250000,2015-09-25,NASHVILLE,TN,36.1347597,-86.7635466,37203.0
"514  SOUTHGATE AVE, Nashville, TN",2040850,2015-09-14,NASHVILLE,TN,36.1360205,-86.7669905,37203.0
"1608  PILLOW ST, Nashville, TN",2040850,2015-09-14,NASHVILLE,TN,36.1405912,-86.7664396,37203.0
"297  VIVELLE AVE, Nashville, TN",125000,2015-09-11,NASHVILLE,TN,36.1267862,-86.7493952,37210.0
"320  PEACHTREE ST, Nashville, TN",140000,2015-09-28,NASHVILLE,TN,36.1204405,-86.74731,37210.0
"137  DODGE DR, Nashville, TN",199900,2015-09-17,NASHVILLE,TN,36.1219017,-86.7285987,37210.0
"76  ELBERTA ST, Nashville, TN",197500,2015-09-03,NASHVILLE,TN,36.1180108,-86.7392117,37210.0
"79  LUTIE ST, Nashville, TN",62000,2015-09-28,NASHVILLE,TN,36.1168535,-86.7395307,37210.0
"47  PEACHTREE ST, Nashville, TN",97000,2015-09-11,NASHVILLE,TN,36.119462,-86.733787,37210.0
"2805  ST EDWARDS DR, Nashville, TN",115000,2015-09-25,NASHVILLE,TN,36.1135047,-86.7391567,37211.0
"2709  HARTFORD DR, Nashville, TN",215000,2015-09-22,NASHVILLE,TN,36.1140137,-86.7329581,37210.0
"508  RADNOR ST, Nashville, TN",74200,2015-09-15,NASHVILLE,TN,36.1053729,-86.7455346,37211.0
"506  RADNOR ST, Nashville, TN",112360,2015-09-15,NASHVILLE,TN,36.1053598,-86.7453722,37211.0
"0  MCIVER ST, Nashville, TN",25000,2015-09-25,NASHVILLE,TN,36.1041637,-86.7450645,37211.0
"2924  DOBBS AVE, Nashville, TN",214900,2015-09-02,NASHVILLE,TN,36.1073,-86.736214,37211.0
"2907  SELENA DR, Nashville, TN",197500,2015-09-10,NASHVILLE,TN,36.1085528,-86.7323965,37211.0
"265  MORTON AVE, Nashville, TN",80000,2015-09-21,NASHVILLE,TN,36.1059234,-86.7384559,37211.0
"233  MORTON AVE, Nashville, TN",118000,2015-09-01,NASHVILLE,TN,36.1057824,-86.7368039,37211.0
"182  RADNOR ST, Nashville, TN",92955,2015-09-28,NASHVILLE,TN,36.1048896,-86.737697,37211.0
"3131  GLENCLIFF RD, Nashville, TN",125000,2015-09-30,NASHVILLE,TN,36.1073187,-86.7207348,37211.0
"443  LYNN DR, Nashville, TN",190000,2015-09-30,NASHVILLE,TN,36.0837291,-86.7557487,37211.0
"461  PARAGON MILLS RD, Nashville, TN",120000,2015-09-16,NASHVILLE,TN,36.0893279,-86.7198695,37211.0
"506  ELGIN ST, Nashville, TN",315000,2015-09-04,NASHVILLE,TN,36.1001154,-86.7439961,37211.0
"3309  DUMAS DR, Nashville, TN",150000,2015-09-18,NASHVILLE,TN,36.0995188,-86.7249331,37211.0
"3312  COLBY DR, Nashville, TN",107000,2015-09-18,NASHVILLE,TN,36.0981437,-86.7282847,37211.0
"3326  GOODLAND RD, Nashville, TN",174000,2015-09-24,NASHVILLE,TN,36.0974911,-86.7250752,37211.0
"330  ELYSIAN FIELDS RD, Nashville, TN",134000,2015-09-17,NASHVILLE,TN,36.0874621,-86.7260325,37211.0
"308  CATHY JO DR, Nashville, TN",165000,2015-09-02,NASHVILLE,TN,36.0903361,-86.7229411,37211.0
"204  SHAWN DR, Nashville, TN",199000,2015-09-30,NASHVILLE,TN,36.0918848,-86.72094,37211.0
"3937  ATKINS DR, Nashville, TN",155000,2015-09-14,NASHVILLE,TN,36.0886469,-86.7112403,37211.0
"4800  CITRUS DR, Nashville, TN",22000,2015-09-08,NASHVILLE,TN,36.087308,-86.711626,37211.0
"245  LARGO DR, Nashville, TN",335000,2015-09-18,NASHVILLE,TN,36.0836563,-86.7053679,37211.0
"244  LARGO DR, Nashville, TN",335000,2015-09-18,NASHVILLE,TN,36.0834548,-86.7065081,37211.0
"717  HARDING PL, Nashville, TN",244000,2015-09-16,NASHVILLE,TN,36.0801689,-86.7242085,37211.0
"4829  BRIARWOOD DR, Nashville, TN",336000,2015-09-28,NASHVILLE,TN,36.0767383,-86.7516361,37211.0
"4912  TROUSDALE DR, Nashville, TN",325000,2015-09-17,NASHVILLE,TN,36.073281,-86.759016,37220.0
"628  HOGAN RD, Nashville, TN",300000,2015-09-15,NASHVILLE,TN,36.0658548,-86.7669669,37220.0
"516  BARRYWOOD DR, Nashville, TN",237000,2015-09-25,NASHVILLE,TN,36.0693162,-86.7607304,37220.0
"5116  REGENT DR, Nashville, TN",290800,2015-09-18,NASHVILLE,TN,36.0640391,-86.7684693,37220.0
"489  HOGAN RD, Nashville, TN",336000,2015-09-25,NASHVILLE,TN,36.0649984,-86.7560824,37220.0
"5109  KINCANNON DR, Nashville, TN",385000,2015-09-23,NASHVILLE,TN,36.0611579,-86.7521154,37220.0
"654  HARDING PL, Nashville, TN",185000,2015-09-29,NASHVILLE,TN,36.0848553,-86.7035211,37211.0
"347  LYNN DR, Nashville, TN",259900,2015-09-08,NASHVILLE,TN,36.0811999,-86.746309,37211.0
"4832  BRIARWOOD DR, Nashville, TN",325000,2015-09-08,NASHVILLE,TN,36.076145,-86.751005,37211.0
"619  HARDING PL, Nashville, TN",180000,2015-09-29,NASHVILLE,TN,36.0848544,-86.7038419,37211.0
"321  BINKLEY DR, Nashville, TN",260000,2015-09-17,NASHVILLE,TN,36.0797197,-86.7408311,37211.0
"600  HARDING PL, Nashville, TN",175000,2015-09-04,NASHVILLE,TN,36.0848544,-86.7038419,37211.0
"4841  BRIARWOOD DR, Nashville, TN",317500,2015-09-10,NASHVILLE,TN,36.0759499,-86.7511117,37211.0
"305  WAUFORD DR, Nashville, TN",345000,2015-09-10,NASHVILLE,TN,36.0753587,-86.7424495,37211.0
"301  BRAMBLEWOOD DR, Nashville, TN",383500,2015-09-28,NASHVILLE,TN,36.07357,-86.750443,37211.0
"4341  HOPEWOOD DR, Nashville, TN",55000,2015-09-09,NASHVILLE,TN,36.073301,-86.7188229,37211.0
"5032  MARCHANT DR, Nashville, TN",278000,2015-09-24,NASHVILLE,TN,36.0678303,-86.7491605,37211.0
"353  FAIRLANE DR, Nashville, TN",93000,2015-09-24,NASHVILLE,TN,36.0636371,-86.7117034,37211.0
"318  MARGO LN, Nashville, TN",145000,2015-09-17,NASHVILLE,TN,36.0740751,-86.7011277,37211.0
"352 A  LEO LN, Nashville, TN",61500,2015-09-02,NASHVILLE,TN,36.0722024,-86.7059294,37211.0
"329  LEO LN, Nashville, TN",147000,2015-09-28,NASHVILLE,TN,36.0719728,-86.7043022,37211.0
"3910  CREEKSIDE DR, Nashville, TN",163000,2015-09-24,NASHVILLE,TN,36.0681628,-86.6995546,37211.0
"338  MELPAR DR, Nashville, TN",109000,2015-09-15,NASHVILLE,TN,36.0646015,-86.7063321,37211.0
"4813  GILLESPIE DR, Nashville, TN",75000,2015-09-28,ANTIOCH,TN,36.0631587,-86.6929977,37013.0
"4029  SHUFELD CT, Nashville, TN",150000,2015-09-02,ANTIOCH,TN,36.0606209,-86.694224,37013.0
"312  HOOPER CT, Nashville, TN",88500,2015-09-25,NASHVILLE,TN,36.0634057,-86.6886225,37211.0
"5197  REGENT DR, Nashville, TN",305000,2015-09-16,NASHVILLE,TN,36.0585722,-86.768415,37220.0
"453  OAKLEY DR, Nashville, TN",373500,2015-09-17,NASHVILLE,TN,36.0592214,-86.7515894,37220.0
"5413  HEATHER LN, Nashville, TN",435000,2015-09-04,BRENTWOOD,TN,36.0491205,-86.7566977,37027.0
"409  MANOR VIEW LN, Nashville, TN",417100,2015-09-02,BRENTWOOD,TN,36.047149,-86.7617877,37027.0
"641  HILL RD, Nashville, TN",575000,2015-09-17,BRENTWOOD,TN,36.0474675,-86.7517329,37220.0
"5800  HEARTHSTONE LN, Nashville, TN",347000,2015-09-25,BRENTWOOD,TN,36.0412,-86.761795,37027.0
"916  FIRESIDE CT, Nashville, TN",419700,2015-09-29,BRENTWOOD,TN,36.0423484,-86.7604074,37027.0
"490  ELLENWOOD DR, Nashville, TN",118100,2015-09-25,NASHVILLE,TN,36.0587032,-86.7347821,37211.0
"522  BREWER DR, Nashville, TN",254500,2015-09-04,NASHVILLE,TN,36.0583422,-86.7281309,37211.0
"640  TOBYLYNN CT, Nashville, TN",297000,2015-09-14,NASHVILLE,TN,36.0498415,-86.7341959,37211.0
"613  TOBYLYNN DR, Nashville, TN",246900,2015-09-03,NASHVILLE,TN,36.049311,-86.732687,37211.0
"641  TOBYLYNN DR, Nashville, TN",238000,2015-09-04,NASHVILLE,TN,36.0496067,-86.7344704,37211.0
"443  BREWER DR, Nashville, TN",182000,2015-09-04,NASHVILLE,TN,36.0542965,-86.7203451,37211.0
"626  HUNTINGTON PKWY, Nashville, TN",201000,2015-09-22,NASHVILLE,TN,36.0485378,-86.7333188,37211.0
"5605  HICKORY MEADOWS CT, Nashville, TN",158550,2015-09-17,BRENTWOOD,TN,36.0431702,-86.7478638,37027.0
"5607  HICKORY MEADOWS CT, Nashville, TN",174900,2015-09-25,BRENTWOOD,TN,36.0431718,-86.7478712,37027.0
"305  BREWER DR, Nashville, TN",148000,2015-09-21,NASHVILLE,TN,36.0568468,-86.7025821,37211.0
"276  BART DR, Nashville, TN",147000,2015-09-30,ANTIOCH,TN,36.056039,-86.6859942,37013.0
"345  BART DR, Nashville, TN",149000,2015-09-25,ANTIOCH,TN,36.0563422,-86.6808588,37013.0
"4945  ALGONQUIN TRL, Nashville, TN",122000,2015-09-16,ANTIOCH,TN,36.058487,-86.685074,37013.0
"295  OCALA DR, Nashville, TN",170000,2015-09-11,NASHVILLE,TN,36.0513642,-86.7022712,37211.0
"317  TOWNES DR, Nashville, TN",152500,2015-09-09,NASHVILLE,TN,36.0523784,-86.7030058,37211.0
"178  OCALA DR, Nashville, TN",150000,2015-09-04,NASHVILLE,TN,36.0500318,-86.6934293,37211.0
"153  OCALA DR, Nashville, TN",139000,2015-09-23,ANTIOCH,TN,36.0498296,-86.6924459,37013.0
"129  SHIHMEN CT, Nashville, TN",163000,2015-09-22,ANTIOCH,TN,36.0536944,-86.6846545,37013.0
"605  SUE CT, Nashville, TN",172000,2015-09-11,ANTIOCH,TN,36.0480447,-86.6952366,37013.0
"637  ROXANNE DR, Nashville, TN",175000,2015-09-30,ANTIOCH,TN,36.04883,-86.6907095,37013.0
"120  VICKEY CT, Nashville, TN",180000,2015-09-18,NASHVILLE,TN,36.038525,-86.7068466,37211.0
"5924  ABBOTT DR, Nashville, TN",350000,2015-09-18,NASHVILLE,TN,36.0353929,-86.7388242,37211.0
